log_test.py[LINE:10]# DEBUG    [2019-07-25 15:50:36,808]  This is a debug message
log_test.py[LINE:11]# INFO     [2019-07-25 15:50:36,809]  This is an info message
log_test.py[LINE:12]# WARNING  [2019-07-25 15:50:36,809]  This is a warning
log_test.py[LINE:13]# ERROR    [2019-07-25 15:50:36,809]  This is an error message
log_test.py[LINE:14]# CRITICAL [2019-07-25 15:50:36,809]  FATAL
log_test.py:10[LINE:10]# DEBUG    [2019-07-25 15:53:38,325]  This is a debug message
log_test.py:11[LINE:11]# INFO     [2019-07-25 15:53:38,326]  This is an info message
log_test.py:12[LINE:12]# WARNING  [2019-07-25 15:53:38,326]  This is a warning
log_test.py:13[LINE:13]# ERROR    [2019-07-25 15:53:38,326]  This is an error message
log_test.py:14[LINE:14]# CRITICAL [2019-07-25 15:53:38,327]  FATAL
log_test.py:10 DEBUG    [2019-07-25 15:54:30,552]  This is a debug message
log_test.py:11 INFO     [2019-07-25 15:54:30,552]  This is an info message
log_test.py:12 WARNING  [2019-07-25 15:54:30,552]  This is a warning
log_test.py:13 ERROR    [2019-07-25 15:54:30,552]  This is an error message
log_test.py:14 CRITICAL [2019-07-25 15:54:30,553]  FATAL
log_test.py:9 [2019-07-25 15:55:21,639]  This is a debug message
log_test.py:10 [2019-07-25 15:55:21,639]  This is an info message
log_test.py:11 [2019-07-25 15:55:21,639]  This is a warning
log_test.py:12 [2019-07-25 15:55:21,639]  This is an error message
log_test.py:13 [2019-07-25 15:55:21,640]  FATAL
log_test.py:10 [2019-07-25 15:57:49,409]  This is a debug message
log_test.py:11 [2019-07-25 15:57:49,410]  This is an info message
log_test.py:12 [2019-07-25 15:57:49,410]  This is a warning
log_test.py:13 [2019-07-25 15:57:49,410]  This is an error message
log_test.py:14 [2019-07-25 15:57:49,410]  FATAL
log_test.py:10 2019-07-25 16:07:04,162  This is a debug message
log_test.py:11 2019-07-25 16:07:04,164  This is an info message
log_test.py:12 2019-07-25 16:07:04,164  This is a warning
log_test.py:13 2019-07-25 16:07:04,165  This is an error message
log_test.py:14 2019-07-25 16:07:04,165  FATAL
2019-07-25 16:07:43,375 log_test.py : 10  This is a debug message
2019-07-25 16:07:43,376 log_test.py : 11  This is an info message
2019-07-25 16:07:43,376 log_test.py : 12  This is a warning
2019-07-25 16:07:43,376 log_test.py : 13  This is an error message
2019-07-25 16:07:43,376 log_test.py : 14  FATAL
2019-07-25 16:08:10,734    log_test.py : 10  This is a debug message
2019-07-25 16:08:10,734    log_test.py : 11  This is an info message
2019-07-25 16:08:10,734    log_test.py : 12  This is a warning
2019-07-25 16:08:10,734    log_test.py : 13  This is an error message
2019-07-25 16:08:10,734    log_test.py : 14  FATAL
2019-07-25 16:08:20,984  log_test.py : 10  This is a debug message
2019-07-25 16:08:20,985  log_test.py : 11  This is an info message
2019-07-25 16:08:20,985  log_test.py : 12  This is a warning
2019-07-25 16:08:20,985  log_test.py : 13  This is an error message
2019-07-25 16:08:20,986  log_test.py : 14  FATAL
2019-07-25 16:08:34,365  log_test.py:10  This is a debug message
2019-07-25 16:08:34,366  log_test.py:11  This is an info message
2019-07-25 16:08:34,366  log_test.py:12  This is a warning
2019-07-25 16:08:34,366  log_test.py:13  This is an error message
2019-07-25 16:08:34,366  log_test.py:14  FATAL
2019-07-25 16:10:57,428  DEBUG   :  log_test.py:9  This is a debug message
2019-07-25 16:10:57,428  INFO    :  log_test.py:10  This is an info message
2019-07-25 16:10:57,428  WARNING :  log_test.py:11  This is a warning
2019-07-25 16:10:57,428  ERROR   :  log_test.py:12  This is an error message
2019-07-25 16:10:57,428  CRITICAL:  log_test.py:13  FATAL
2019-07-25 16:11:30,075  DEBUG:  log_test.py:8  This is a debug message
2019-07-25 16:11:30,075  INFO:  log_test.py:9  This is an info message
2019-07-25 16:11:30,075  WARNING:  log_test.py:10  This is a warning
2019-07-25 16:11:30,075  ERROR:  log_test.py:11  This is an error message
2019-07-25 16:11:30,075  CRITICAL:  log_test.py:12  FATAL
2019-07-25 16:12:06,814  DEBUG   :  log_test.py:8  This is a debug message
2019-07-25 16:12:06,814  INFO    :  log_test.py:9  This is an info message
2019-07-25 16:12:06,814  WARNING :  log_test.py:10  This is a warning
2019-07-25 16:12:06,814  ERROR   :  log_test.py:11  This is an error message
2019-07-25 16:12:06,814  CRITICAL:  log_test.py:12  FATAL
2019-07-25 17:44:32,862  DEBUG   :  log_test.py:8s  This is a debug message
2019-07-25 17:44:32,864  INFO    :  log_test.py:9s  This is an info message
2019-07-25 17:44:32,864  WARNING :  log_test.py:10s  This is a warning
2019-07-25 17:44:32,864  ERROR   :  log_test.py:11s  This is an error message
2019-07-25 17:44:32,864  CRITICAL:  log_test.py:12s  FATAL
2019-07-25 17:45:33,323  DEBUG   :  log_test.py:8  This is a debug message
2019-07-25 17:45:33,323  INFO    :  log_test.py:9  This is an info message
2019-07-25 17:45:33,323  WARNING :  log_test.py:10  This is a warning
2019-07-25 17:45:33,323  ERROR   :  log_test.py:11  This is an error message
2019-07-25 17:45:33,324  CRITICAL:  log_test.py:12  FATAL
actuator_lib.py:29 [2019-07-25 18:41:29,151]  Xmit Actuator: VR


actuator_lib.py:35 [2019-07-25 18:41:29,255]  Recv Actuator: Jun 23 2015

15:13:34

UA_MAIN_EQ


actuator_lib.py:29 [2019-07-25 18:41:29,255]  Xmit Actuator: VR


actuator_lib.py:35 [2019-07-25 18:41:29,358]  Recv Actuator: Jun 23 2015

15:13:34

UA_MAIN_EQ


actuator_lib.py:43 [2019-07-25 18:41:29,359]  Xmit Actuator: GO1


actuator_lib.py:29 [2019-07-25 18:41:29,359]  Xmit Actuator: CP


actuator_lib.py:35 [2019-07-25 18:41:29,461]  Recv Actuator: CP01

actuator_lib.py:43 [2019-07-25 18:41:29,461]  Xmit Actuator: GO13


actuator_lib.py:29 [2019-07-25 18:41:29,462]  Xmit Actuator: CP


actuator_lib.py:35 [2019-07-25 18:41:31,267]  Recv Actuator: CP13

actuator_lib.py:29 [2019-07-25 18:41:31,268]  Xmit Actuator: TM


actuator_lib.py:35 [2019-07-25 18:41:31,370]  Recv Actuator: TM1725

actuator_lib.py:43 [2019-07-25 18:41:31,371]  Xmit Actuator: GO20


actuator_lib.py:29 [2019-07-25 18:41:31,372]  Xmit Actuator: CP


actuator_lib.py:35 [2019-07-25 18:41:32,477]  Recv Actuator: CP20

actuator_lib.py:43 [2019-07-25 18:41:32,478]  Xmit Actuator: HM


actuator_lib.py:29 [2019-07-25 18:42:00,880]  Xmit Actuator: VR


actuator_lib.py:35 [2019-07-25 18:42:00,987]  Recv Actuator: Jun 23 2015

15:13:34

UA_MAIN_EQ


actuator_lib.py:29 [2019-07-25 18:42:00,988]  Xmit Actuator: VR


actuator_lib.py:35 [2019-07-25 18:42:01,092]  Recv Actuator: Jun 23 2015

15:13:34

UA_MAIN_EQ


actuator_lib.py:43 [2019-07-25 18:42:01,092]  Xmit Actuator: GO1


actuator_lib.py:29 [2019-07-25 18:42:01,092]  Xmit Actuator: CP


actuator_lib.py:35 [2019-07-25 18:42:01,193]  Recv Actuator: CP01

actuator_lib.py:43 [2019-07-25 18:42:01,194]  Xmit Actuator: GO13


actuator_lib.py:29 [2019-07-25 18:42:01,194]  Xmit Actuator: CP


actuator_lib.py:35 [2019-07-25 18:42:03,003]  Recv Actuator: CP13

actuator_lib.py:29 [2019-07-25 18:42:03,004]  Xmit Actuator: TM


actuator_lib.py:35 [2019-07-25 18:42:03,105]  Recv Actuator: TM1710

